2	B
0	M
1	M
4	M
年	E
新	B
年	E
贺	B
词	E
，	S
向	S
朝	B
鲜	E
全	B
体	E
军	B
民	E
致	S
以	S
新	B
年	E
问	B
候	E
，	S
强	B
调	E
在	S
新	B
的	E
一	B
年	E
里	S
将	S
继	B
续	E
加	B
强	E
经	B
济	E
强	B
国	E
建	B
设	E
，	S
提	B
高	E
人	B
民	E
生	B
活	E
水	B
平	E
，	S
加	B
强	E
国	B
防	E
力	B
量	E
，	S
在	S
祖	B
国	E
统	B
一	E
斗	B
争	E
中	S
取	B
得	E
新	B
的	E
进	B
展	E
。	S
这	S
一	S
新	B
年	E
贺	B
词	E
被	S
视	B
为	E
朝	B
鲜	E
未	B
来	E
一	B
年	E
工	B
作	E
的	S
指	B
导	E
方	B
针	E
。	S

金	B
正	M
恩	E
在	S
贺	B
词	E
中	S
回	B
顾	E
了	S
过	B
去	E
一	B
年	E
朝	B
鲜	E
在	S
各	S
领	B
域	E
取	B
得	E
的	S
成	B
绩	E
，	S
向	S
全	B
体	E
军	B
民	E
表	B
示	E
感	B
谢	E
，	S
并	S
提	B
到	E
2	B
0	M
1	M
3	M
年	E
朝	B
鲜	E
劳	B
动	M
党	E
采	B
取	E
坚	B
决	E
措	B
施	E
清	B
除	E
了	S
隐	B
藏	E
在	S
党	B
内	E
的	S
宗	B
派	E
污	B
点	E
，	S
适	B
时	E
作	B
出	E
正	B
确	E
决	B
策	E
，	S
揭	B
发	E
和	S
肃	B
清	E
了	S
反	B
党	E
反	B
革	M
命	E
宗	B
派	E
集	B
团	E
，	S
使	S
党	S
和	S
革	B
命	E
队	B
伍	E
进	B
一	M
步	E
巩	B
固	E
，	S
朝	B
鲜	E
的	S
一	B
心	E
团	B
结	E
得	B
到	E
加	B
强	E
。	S

金	B
正	M
恩	E
表	B
示	E
，	S
在	S
今	B
年	E
的	S
经	B
济	E
建	B
设	E
和	S
提	B
高	E
人	B
民	E
生	B
活	E
的	S
努	B
力	E
中	S
，	S
要	S
把	S
农	B
业	E
当	B
做	E
主	B
攻	E
方	B
向	E
狠	B
抓	E
，	S
对	S
农	B
业	E
集	B
中	E
一	B
切	E
力	B
量	E
。	S
今	B
年	E
要	S
在	S
建	B
设	E
部	B
门	E
开	B
创	E
新	B
的	E
繁	B
荣	E
期	S
，	S
搞	B
好	E
发	B
电	M
站	E
建	B
设	E
、	S
畜	B
产	E
基	B
地	E
建	B
设	E
、	S
住	B
房	E
建	B
设	E
等	S
一	B
系	M
列	E
重	B
要	E
建	B
设	E
工	B
程	E
。	S
朝	B
鲜	E
将	S
继	B
续	E
大	B
力	E
加	B
强	E
国	B
防	E
力	B
量	E
，	S
尤	B
其	E
是	S
加	B
强	E
军	B
队	E
基	B
本	E
战	B
斗	E
单	B
位	E
—	S
—	S
连	B
队	E
的	S
建	B
设	E
。	S
在	S
国	B
防	E
工	B
业	E
部	B
门	E
更	B
多	E
生	B
产	E
轻	B
量	M
化	E
、	S
无	B
人	E
化	S
、	S
智	B
能	M
化	E
、	S
精	B
密	E
化	S
的	S
朝	B
鲜	E
式	S
现	B
代	M
化	E
武	B
器	E
装	B
备	E
，	S
进	B
一	M
步	E
巩	B
固	E
自	B
卫	E
国	B
防	E
力	B
量	E
。	S

金	B
正	M
恩	E
强	B
调	E
，	S
要	S
彻	B
底	E
建	B
立	E
唯	B
一	E
领	B
导	E
体	B
系	E
，	S
牢	B
固	E
保	B
障	E
党	S
队	B
伍	E
的	S
纯	B
洁	M
性	E
，	S
加	B
强	E
党	B
组	M
织	E
的	S
战	B
斗	E
职	B
能	E
和	S
作	B
用	E
，	S
对	S
妨	B
害	E
党	S
和	S
革	B
命	E
队	B
伍	E
统	B
一	E
团	B
结	E
的	S
细	B
微	E
现	B
象	E
和	S
因	B
素	E
要	S
保	B
持	E
警	B
惕	E
并	S
彻	B
底	E
加	B
以	E
克	B
服	E
，	S
继	B
续	E
开	B
展	E
清	B
除	E
损	B
害	E
朝	B
鲜	E
制	B
度	E
的	S
异	B
色	E
思	B
想	E
和	S
颓	B
废	E
风	B
潮	E
的	S
斗	B
争	E
，	S
坚	B
决	E
粉	B
碎	E
敌	B
人	E
思	B
想	E
文	B
化	E
渗	B
透	E
阴	B
谋	E
。	S

金	B
正	M
恩	E
表	B
示	E
，	S
今	B
年	E
要	S
贯	B
彻	E
金	B
日	M
成	E
和	S
金	B
正	M
日	E
的	S
遗	B
训	E
，	S
在	S
祖	B
国	E
统	B
一	E
运	B
动	E
中	S
取	B
得	E
新	S
进	B
展	E
。	S
北	B
方	E
和	S
南	B
方	E
应	S
坚	B
持	E
祖	B
国	E
统	B
一	E
三	S
大	B
宪	M
章	E
和	S
《	S
北	B
南	E
共	B
同	E
宣	B
言	E
》	S
的	S
自	B
主	E
原	B
则	E
，	S
站	S
在	S
“	S
我	B
们	E
民	B
族	E
自	B
己	E
”	S
的	S
立	B
场	E
，	S
尊	B
重	E
并	S
诚	B
实	E
履	B
行	E
宣	B
言	E
。	S
必	B
须	E
营	B
造	E
气	B
氛	E
改	B
善	E
北	B
南	E
关	B
系	E
。	S
朝	B
鲜	E
民	B
族	E
相	B
互	E
诽	B
谤	E
反	B
目	E
只	S
会	S
让	S
不	S
希	B
望	E
祖	B
国	E
统	B
一	E
的	S
势	B
力	E
坐	B
收	M
渔	M
利	E
。	S
要	S
结	B
束	E
诽	B
谤	E
中	B
伤	E
，	S
不	B
能	E
再	S
做	S
有	S
碍	S
和	B
解	E
与	S
团	B
结	E
的	S
事	B
情	E
。	S
只	B
要	E
是	S
重	B
视	E
民	B
族	E
、	S
希	B
望	E
统	B
一	E
的	S
人	S
，	S
我	B
们	E
不	B
管	E
他	S
是	S
谁	S
，	S
既	B
往	M
不	M
咎	E
，	S
一	B
同	E
携	B
手	E
前	B
进	E
。	S
朝	B
鲜	E
今	B
后	E
也	S
将	S
为	S
改	B
善	E
北	B
南	E
关	B
系	E
做	B
出	E
积	B
极	E
努	B
力	E
。	S

金	B
正	M
恩	E
表	B
示	E
，	S
和	B
平	E
对	B
于	E
朝	B
鲜	E
人	B
民	E
来	B
说	E
无	B
比	E
珍	B
贵	E
，	S
但	S
和	B
平	E
不	B
是	E
靠	S
期	B
盼	E
和	S
乞	B
求	E
就	S
能	S
得	B
来	E
的	S
。	S
在	S
朝	B
鲜	E
半	B
岛	E
上	S
针	B
对	E
朝	B
鲜	E
的	S
核	B
战	M
争	E
阴	B
云	E
不	S
散	S
的	S
情	B
况	M
下	E
，	S
朝	B
鲜	E
绝	S
不	B
会	E
袖	B
手	M
旁	M
观	E
，	S
将	S
以	S
强	B
有	M
力	E
的	S
自	B
卫	E
力	B
量	E
维	B
护	E
国	B
家	E
主	B
权	E
与	S
和	B
平	E
。	S
朝	B
鲜	E
党	S
和	S
政	B
府	E
今	B
后	E
也	S
将	S
牢	B
固	E
坚	B
持	E
自	B
主	E
、	S
和	B
平	E
、	S
友	B
谊	E
的	S
对	B
外	E
政	B
策	E
理	B
念	E
，	S
同	S
尊	B
重	E
朝	B
鲜	E
主	B
权	E
并	S
友	B
好	E
相	B
待	E
的	S
所	B
有	E
国	B
家	E
扩	B
大	E
发	B
展	E
友	B
好	E
合	B
作	E
关	B
系	E
，	S
为	S
世	B
界	E
和	B
平	E
、	S
安	B
全	E
和	S
人	B
类	E
共	B
同	E
繁	B
荣	E
而	S
积	B
极	E
努	B
力	E
。	S

人	B
民	M
网	E
莫	B
斯	M
科	E
3	B
1	M
日	E
电	S
（	S
记	B
者	E
屈	B
海	M
齐	E
）	S
据	S
俄	B
新	M
社	E
报	B
道	E
，	S
《	S
今	B
日	E
俄	B
罗	M
斯	E
》	S
（	S
R	B
T	E
）	S
总	B
裁	E
德	B
米	M
特	M
里	M
·	M
基	M
谢	M
廖	M
夫	E
决	B
定	E
任	B
命	E
玛	B
格	M
丽	M
特	M
·	M
西	M
莫	M
尼	E
杨	S
为	S
《	S
今	B
日	E
俄	B
罗	M
斯	E
》	S
通	B
讯	M
社	E
主	B
编	E
，	S
同	B
时	E
兼	B
任	E
《	S
今	B
日	E
俄	B
罗	M
斯	E
》	S
电	B
视	E
频	B
道	E
主	B
编	E
。	S

玛	B
格	M
丽	M
特	M
·	M
西	M
蒙	M
尼	M
扬	E
1	B
9	M
8	M
0	M
年	E
生	B
于	E
克	B
拉	M
斯	E
诺	B
达	M
尔	E
。	S
毕	B
业	E
于	S
库	B
班	E
国	B
立	E
大	B
学	E
新	B
闻	M
系	E
。	S
曾	S
在	S
克	B
拉	M
斯	E
诺	B
达	M
尔	E
电	B
视	M
台	E
工	B
作	E
，	S
负	B
责	E
有	B
关	E
总	B
统	E
的	S
新	B
闻	E
报	B
道	E
。	S
2	B
5	E
岁	S
出	B
任	E
《	S
今	B
日	E
俄	B
罗	M
斯	E
》	S
频	B
道	E
主	B
编	E
。	S

2	B
0	M
1	M
3	M
年	M
1	M
2	M
月	M
9	M
日	E
，	S
俄	B
罗	M
斯	E
总	B
统	E
普	B
京	E
下	B
令	E
在	S
三	B
个	M
月	E
内	S
将	S
《	S
俄	B
新	M
社	E
》	S
和	S
《	S
俄	B
罗	M
斯	E
之	S
声	S
》	S
电	B
台	E
合	B
并	E
为	S
《	S
今	B
日	E
俄	B
罗	M
斯	E
》	S
国	B
际	E
通	B
讯	M
社	E
。	S

人	B
民	M
网	E
莫	B
斯	M
科	E
1	B
日	E
电	S
(	S
记	B
者	E
屈	B
海	M
齐	E
)	S
据	S
俄	S
媒	S
报	B
道	E
，	S
2	B
0	M
1	M
4	M
年	M
1	M
月	M
1	M
日	E
凌	B
晨	E
俄	B
罗	M
斯	E
总	B
统	E
普	B
京	E
到	B
达	E
伏	B
尔	M
加	E
格	B
勒	E
。	S
他	S
在	S
伏	B
尔	M
加	E
格	B
勒	E
行	B
政	M
区	E
主	B
持	E
召	B
开	E
了	S
反	S
恐	S
会	B
议	E
之	B
后	E
，	S
即	B
刻	E
前	B
往	E
该	B
市	E
一	S
所	S
医	B
院	E
探	B
望	E
因	S
恐	B
怖	E
袭	B
击	E
而	S
受	B
伤	E
的	S
伤	B
员	E
。	S

普	B
京	E
认	B
为	E
，	S
针	B
对	E
平	B
民	E
的	S
恐	B
怖	M
主	M
义	E
行	B
为	E
没	B
有	E
任	B
何	E
道	B
理	E
。	S
在	S
途	B
经	E
无	B
轨	M
电	M
车	E
爆	B
炸	E
地	B
点	E
，	S
普	B
京	E
总	B
统	E
停	B
下	M
来	E
献	S
了	S
一	B
束	E
玫	B
瑰	M
花	E
。	S
在	S
悲	B
剧	E
发	B
生	E
的	S
地	B
方	E
，	S
摆	B
着	E
许	B
多	E
鲜	B
花	E
，	S
燃	B
着	E
蜡	B
烛	E
，	S
还	B
有	E
城	B
市	M
居	M
民	E
送	B
来	E
的	S
一	B
些	E
儿	B
童	E
玩	B
具	E
。	S

普	B
京	E
在	S
医	B
院	E
里	S
向	S
医	B
生	E
询	B
问	E
了	S
伤	B
者	E
的	S
情	B
况	E
并	S
与	S
伤	B
员	E
进	B
行	E
了	S
交	B
谈	E
。	S
在	S
受	B
伤	E
人	B
员	E
中	S
，	S
既	B
有	E
执	B
法	E
人	B
员	E
，	S
也	S
有	S
该	S
城	S
居	B
民	E
。	S

一	B
名	E
女	S
受	B
伤	M
者	E
对	S
普	B
京	E
总	B
统	E
的	S
慰	B
问	E
表	B
示	E
感	B
谢	E
并	S
向	S
他	S
保	B
证	E
说	S
：	S
“	S
伏	B
尔	M
加	E
格	B
勒	E
人	S
具	B
有	E
坚	B
强	E
的	S
精	B
神	E
，	S
他	B
们	E
不	B
会	E
这	B
么	E
容	B
易	E
被	S
摧	B
毁	E
的	S
”	S
。	S
随	B
后	E
，	S
普	B
京	E
希	B
望	E
她	S
早	B
日	E
康	B
复	E
并	S
祝	S
她	S
新	B
年	E
快	B
乐	E
！	S

2	B
0	M
1	M
3	M
年	M
1	M
2	M
月	M
2	M
9	M
日	E
和	S
3	B
0	M
日	E
，	S
在	S
俄	S
伏	B
尔	M
加	E
格	B
勒	E
市	S
火	B
车	M
站	E
和	S
无	B
轨	M
电	M
车	E
上	S
连	B
续	E
发	B
生	E
了	S
两	B
次	E
恐	B
怖	E
爆	B
炸	E
事	B
件	E
，	S
共	S
致	B
使	E
3	B
4	E
人	S
死	B
亡	E
，	S
7	B
0	M
余	M
人	E
受	B
伤	E
。	S

人	B
民	M
网	E
南	B
苏	M
丹	E
瓦	B
乌	E
1	B
月	M
1	M
日	E
电	S
（	S
记	B
者	E
吴	B
文	M
斌	E
报	B
道	E
员	S
郭	B
如	M
生	E
）	S
2	B
0	M
1	M
3	M
年	M
1	M
2	M
月	E
中	B
旬	E
以	B
来	E
，	S
南	B
苏	M
丹	E
武	B
装	M
冲	M
突	E
不	B
断	E
升	B
级	E
，	S
局	B
势	E
动	B
荡	E
加	B
剧	E
，	S
数	B
以	M
十	M
万	M
计	E
的	S
难	B
民	E
流	B
离	M
失	M
所	E
，	S
为	S
生	B
存	E
四	B
处	M
奔	M
波	E
，	S
今	B
年	E
元	B
旦	E
似	S
成	S
了	S
无	B
人	M
问	M
津	E
的	S
普	B
通	E
日	B
子	E
。	S
中	B
国	E
驻	S
南	B
苏	M
丹	E
维	B
和	E
部	B
队	E
却	S
用	S
普	B
通	E
而	S
又	S
特	B
别	E
的	S
方	B
式	E
，	S
度	B
过	E
了	S
这	B
个	E
不	S
一	B
样	E
的	S
新	B
年	E
第	B
一	M
天	E
。	S

随	B
时	E
准	B
备	E
应	B
对	E
突	B
发	E
事	B
件	E
—	S
—	S
充	B
实	E

“	S
指	S
0	B
1	E
，	S
3	S
号	S
观	B
察	M
哨	E
报	B
告	E
，	S
西	B
北	E
方	B
向	E
2	B
0	M
0	E
米	S
处	S
出	B
现	E
多	S
名	S
武	B
装	E
分	B
子	E
向	S
我	S
营	B
区	E
靠	B
近	E
！	S
”	S

“	S
各	S
观	B
察	M
哨	E
加	B
强	E
观	B
察	E
警	B
戒	E
，	S
应	B
急	E
分	B
队	E
做	B
好	E
行	B
动	E
准	B
备	E
…	S
…	S
”	S
凌	B
晨	E
5	B
点	M
2	M
0	M
分	E
，	S
一	B
场	E
实	B
装	E
实	B
弹	E
防	B
卫	E
演	B
练	E
在	S
中	B
国	E
维	B
和	E
部	B
队	E
营	B
区	E
打	B
响	E
。	S

此	B
次	E
防	B
卫	E
演	B
练	E
以	S
营	B
区	E
封	B
锁	E
戒	B
严	E
、	S
阻	B
止	E
武	B
装	E
分	B
子	E
冲	B
击	E
营	B
区	E
为	B
主	E
，	S
紧	B
密	E
结	B
合	E
当	B
前	E
南	B
苏	M
丹	E
国	B
内	E
形	B
势	E
可	B
能	E
引	B
发	E
的	S
安	B
全	E
威	B
胁	E
，	S
逐	B
一	E
研	B
练	E
应	B
对	E
措	B
施	E
。	S
维	B
和	E
官	B
兵	E
接	B
到	E
指	B
令	E
，	S
迅	B
速	E
展	B
开	E
行	B
动	E
。	S
应	B
急	E
分	B
队	E
第	B
一	E
时	B
间	E
占	B
领	E
射	B
击	E
位	B
置	E
，	S
其	B
余	E
人	B
员	E
紧	B
急	E
疏	B
散	E
…	S
…	S

“	S
节	B
日	E
不	B
忘	E
战	B
备	E
。	S
”	S
维	B
和	E
部	B
队	E
政	B
委	E
于	B
子	M
刚	E
对	S
记	B
者	E
者	S
说	S
，	S
“	S
尤	B
其	E
是	S
现	B
在	E
这	B
种	E
随	B
时	E
可	B
能	E
面	B
临	E
战	B
火	E
波	B
及	E
的	S
战	B
场	E
环	B
境	E
，	S
我	B
们	E
更	S
要	S
时	B
刻	E
做	B
好	E
应	B
对	E
各	B
种	E
突	B
发	E
情	B
况	E
的	S
准	B
备	E
。	S
”	S

新	B
年	E
第	B
一	E
顿	S
早	B
饭	E
后	S
，	S
官	B
兵	M
们	E
并	S
没	B
有	E
像	S
以	B
往	E
过	B
节	E
那	B
样	E
放	B
松	E
娱	B
乐	E
，	S
而	B
是	E
拿	B
起	E
了	S
工	B
具	E
，	S
开	B
始	E
检	B
修	E
车	B
辆	E
，	S
对	S
营	B
区	E
各	B
个	E
位	B
置	E
的	S
防	B
御	M
工	M
事	E
加	B
固	E
修	B
缮	E
，	S
展	B
开	E
战	B
术	E
训	B
练	E
，	S
一	B
切	E
都	S
显	B
得	E
忙	S
而	S
不	S
乱	S
。	S

“	S
从	S
南	B
苏	M
丹	E
爆	B
发	E
武	B
装	M
冲	M
突	E
开	B
始	E
，	S
这	B
样	E
的	S
工	B
作	E
我	B
们	E
每	B
天	E
都	S
要	S
进	B
行	E
，	S
虽	B
然	E
很	S
忙	B
碌	E
却	S
很	S
充	B
实	E
。	S
”	S
维	B
和	E
部	B
队	E
大	B
队	M
长	E
李	B
庆	M
峰	E
说	S
，	S
“	S
为	S
的	S
就	B
是	E
确	B
保	E
我	B
们	E
所	B
有	E
的	S
人	B
员	E
和	S
设	B
施	E
随	B
时	E
都	S
处	B
于	E
最	B
佳	E
状	B
态	E
。	S
”	S

异	B
国	M
他	M
乡	E
感	B
受	E
亲	B
情	E
—	S
—	S
温	B
暖	E

刚	S
从	S
难	B
民	M
营	E
施	B
工	E
点	S
出	B
来	E
，	S
于	S
政	B
委	E
便	S
带	B
着	E
几	B
名	E
警	B
戒	E
人	B
员	E
来	B
到	E
刘	B
广	M
展	E
、	S
梁	B
云	E
等	S
1	B
7	E
名	S
在	S
南	B
苏	M
丹	E
瓦	B
乌	E
市	S
中	B
国	E
同	B
胞	E
的	S
住	B
处	E
看	B
望	E
，	S
送	B
去	E
了	S
一	B
些	E
维	B
和	E
官	B
兵	M
们	E
自	B
己	E
种	S
的	S
蔬	B
菜	E
和	S
亲	B
手	E
做	S
的	S
食	B
物	E
，	S
着	B
实	E
让	S
他	B
们	E
激	B
动	E
了	S
一	B
把	E
。	S

“	S
今	B
天	E
是	S
元	B
旦	E
，	S
过	B
来	E
看	B
看	E
我	B
们	E
在	S
南	B
苏	M
丹	E
的	S
亲	B
人	E
！	S
”	S

“	S
现	B
在	E
局	B
势	E
这	B
么	E
紧	B
张	E
，	S
你	B
们	E
对	S
我	B
们	E
的	S
关	B
心	E
仍	B
然	E
如	B
此	E
细	B
致	M
入	M
微	E
，	S
真	B
是	E
太	S
谢	B
谢	E
你	B
们	E
了	S
！	S
”	S
前	S
几	B
天	E
刚	S
被	S
维	B
和	E
官	B
兵	E
寻	B
找	E
到	S
的	S
中	B
国	E
工	B
人	E
聂	B
纪	M
华	E
眼	B
睛	E
有	B
些	E
湿	B
润	E
。	S

“	S
有	S
中	B
国	E
维	B
和	E
军	B
队	E
在	S
这	B
里	E
，	S
我	B
们	E
感	B
觉	E
很	S
安	B
心	E
。	S
”	S
瓦	B
乌	E
市	S
中	B
国	E
华	B
谊	E
医	B
院	E
院	B
长	E
刘	B
广	M
展	E
说	S
，	S
1	B
0	E
多	S
天	S
前	S
南	B
苏	M
丹	E
武	B
装	M
冲	M
突	E
刚	S
一	S
爆	B
发	E
，	S
中	B
国	E
维	B
和	E
部	B
队	E
第	B
一	E
时	B
间	E
就	S
与	S
他	B
们	E
取	B
得	E
了	S
联	B
系	E
，	S
“	S
维	B
和	E
部	B
队	E
官	B
兵	E
不	B
仅	E
经	B
常	E
和	S
我	B
们	E
通	B
电	M
话	E
，	S
了	B
解	E
情	B
况	E
，	S
他	B
们	E
还	S
专	B
门	E
安	B
排	E
人	B
员	E
来	S
医	B
院	E
讲	B
解	E
难	B
民	E
涌	B
入	E
医	B
院	E
、	S
遭	B
受	E
武	B
装	E
袭	B
击	E
等	S
突	B
发	E
情	B
况	E
的	S
应	B
对	E
方	B
法	E
，	S
并	S
组	B
织	E
我	B
们	E
进	B
行	E
了	S
演	B
练	E
。	S
有	S
他	B
们	E
，	S
我	B
们	E
很	S
踏	B
实	E
。	S
”	S

“	S
维	B
和	E
部	B
队	E
所	B
在	E
瓦	B
乌	E
、	S
伦	B
拜	M
克	E
、	S
阿	B
维	M
尔	E
的	S
三	S
个	S
任	B
务	E
区	S
点	S
上	S
共	B
有	E
3	B
1	E
名	S
中	B
国	M
人	E
，	S
其	B
中	E
有	S
1	B
4	E
名	S
安	B
全	E
撤	B
离	E
。	S
”	S
于	B
子	M
刚	E
告	B
诉	E
记	B
者	E
，	S
“	S
我	B
们	E
也	S
祝	B
愿	E
祖	B
国	E
同	B
胞	E
们	S
在	S
新	B
的	E
一	B
年	E
里	S
平	B
平	M
安	M
安	E
，	S
顺	S
顺	B
利	E
利	S
！	S
”	S

工	B
作	E
中	S
享	B
受	E
快	B
乐	E
—	S
—	S
简	B
单	E

南	B
苏	M
丹	E
的	S
旱	B
季	E
中	B
午	E
热	S
的	S
蛮	B
横	E
，	S
气	B
温	E
都	S
在	S
4	B
0	E
度	S
以	B
上	E
。	S
联	S
南	S
苏	S
团	S
瓦	B
乌	E
基	B
地	E
的	S
中	B
国	E
维	B
和	E
官	B
兵	E
刚	S
吃	S
过	S
午	B
饭	E
，	S
就	S
匆	B
匆	E
来	B
到	E
基	B
地	E
东	B
北	M
部	E
的	S
空	B
旷	E
区	B
域	E
，	S
继	B
续	E
平	B
整	E
场	B
地	E
、	S
构	B
筑	E
铁	B
丝	M
网	E
、	S
搭	B
建	E
帐	B
篷	E
、	S
开	B
设	E
简	B
易	E
厕	B
所	E
，	S
为	S
随	B
时	E
迎	B
接	E
逃	B
避	E
战	B
火	E
的	S
难	B
民	E
开	B
辟	E
营	B
地	E
。	S
于	B
子	M
刚	E
政	B
委	E
介	B
绍	E
说	S
，	S
由	B
于	E
战	B
火	E
不	B
断	E
扩	B
大	E
，	S
将	S
可	B
能	E
有	B
数	E
万	B
名	E
难	B
民	E
从	S
周	B
边	E
各	B
州	E
聚	B
集	E
瓦	B
乌	E
市	S
。	S
根	B
据	E
联	S
南	S
苏	S
团	S
指	B
令	E
，	S
中	B
国	E
维	B
和	E
部	B
队	E
需	S
在	S
基	B
地	E
修	B
建	E
一	B
个	E
可	B
容	M
纳	E
万	S
人	S
以	B
上	E
的	S
难	B
民	M
营	E
。	S

记	B
者	E
在	S
现	B
场	E
看	B
到	E
，	S
维	B
和	E
官	B
兵	E
顶	B
着	E
高	B
温	E
酷	B
暑	E
，	S
坚	B
持	E
高	B
标	M
准	E
、	S
超	S
进	B
度	E
施	B
工	E
，	S
令	B
人	M
感	M
动	E
。	S
“	S
现	B
在	E
是	S
一	B
天	E
中	S
温	B
度	E
最	B
高	E
的	S
时	B
候	E
，	S
可	S
大	B
家	E
都	S
想	S
尽	B
快	E
完	B
成	E
任	B
务	E
，	S
一	B
旦	E
难	B
民	E
到	B
来	E
，	S
可	S
立	B
即	E
安	B
置	E
。	S
”	S
负	B
责	E
施	B
工	E
的	S
军	B
事	E
组	B
长	E
马	B
欣	E
对	S
记	B
者	E
说	S
。	S

新	B
年	E
的	S
太	B
阳	E
已	B
经	E
升	B
起	E
，	S
在	S
这	B
个	E
年	B
轻	E
的	S
国	B
度	E
里	S
，	S
战	B
火	E
硝	B
烟	E
依	B
然	E
迷	B
漫	E
。	S
然	B
而	E
，	S
我	B
们	E
依	B
稀	E
看	B
到	E
那	B
些	E
为	S
和	B
平	E
努	B
力	E
的	S
人	B
们	E
，	S
还	S
在	S
忘	B
我	E
的	S
工	B
作	E
、	S
辛	B
勤	E
的	S
付	B
出	E
，	S
就	S
让	S
我	B
们	E
把	B
手	E
放	B
在	E
心	B
口	E
为	S
他	B
们	E
祈	B
福	E
，	S
因	B
为	E
有	S
了	S
他	B
们	E
，	S
我	B
们	E
的	S
生	B
活	E
才	B
能	E
真	B
正	E
平	B
安	E
幸	B
福	E
。	S

新	B
年	E
前	B
夕	E
，	S
国	B
家	E
主	B
席	E
习	B
近	M
平	E
通	B
过	E
中	B
国	E
国	B
际	E
广	B
播	E
电	B
台	E
、	S
中	B
央	E
人	B
民	E
广	B
播	E
电	B
台	E
、	S
中	B
央	E
电	B
视	M
台	E
，	S
发	B
表	E
了	S
2	B
0	M
1	M
4	M
年	E
新	B
年	E
贺	B
词	E
。	S

这	S
是	S
习	B
近	M
平	E
主	B
席	E
发	B
表	E
的	S
第	S
一	B
份	E
新	B
年	E
贺	B
词	E
。	S
在	S
这	B
份	E
寥	B
寥	E
数	B
百	E
字	S
的	S
贺	B
词	E
中	S
，	S
我	B
们	E
读	S
到	S
的	S
不	S
只	B
是	E
来	B
自	E
国	B
家	E
领	B
导	M
人	E
的	S
新	B
年	E
问	B
候	E
